Category,City,Country,Customer ID,Customer Name,Discount,Order Date,Order ID,Postal Code,Product ID,Product Name,Profit,Quantity,Region,Row ID,Segment,Ship Date,Ship Mode,State,Sub-Category,Sales
Office Supplies,Auburn,United States,TM-21010,Tamara Manning,0,2016-09-12 0:00,CA-2016-102016,13021,OFF-ST-10001713,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",4.2392,2,East,5206,Consumer,2016-09-18 0:00,Standard Class,New York,Storage,USD105.98
Office Supplies,Auburn,United States,TM-21010,Tamara Manning,0,2016-09-12 0:00,CA-2016-102016,13021,OFF-FA-10000490,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",0.5828,1,East,5207,Consumer,2016-09-18 0:00,Standard Class,New York,Fasteners,USD1.24
Office Supplies,Auburn,United States,TM-21010,Tamara Manning,0,2016-09-12 0:00,CA-2016-102016,13021,OFF-LA-10002043,Avery 489,9.936,2,East,5208,Consumer,2016-09-18 0:00,Standard Class,New York,Labels,USD20.69
Office Supplies,Auburn,United States,TM-21010,Tamara Manning,0,2016-09-12 0:00,CA-2016-102016,13021,OFF-PA-10002464,HP Office Recycled Paper (20Lb. and 87 Bright),14.161,5,East,5209,Consumer,2016-09-18 0:00,Standard Class,New York,Paper,USD28.89
Office Supplies,Auburn,United States,TM-21010,Tamara Manning,0,2016-09-12 0:00,CA-2016-102016,13021,OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",12.7746,1,East,5210,Consumer,2016-09-18 0:00,Standard Class,New York,Envelopes,USD27.18
Office Supplies,Newark,United States,YS-21880,Yana Sorensen,0,2016-01-12 0:00,CA-2016-156755,19711,OFF-ST-10002615,"Dual Level, Single-Width Filing Carts",120.9468,3,East,5211,Corporate,2016-01-18 0:00,Standard Class,Delaware,Storage,USD465.18
Office Supplies,New York City,United States,AZ-10750,Annie Zypern,0,2016-05-12 0:00,CA-2016-130876,10024,OFF-ST-10004258,Portable Personal File Box,9.8901,3,East,5212,Consumer,2016-05-16 0:00,Second Class,New York,Storage,USD36.63
Office Supplies,New York City,United States,LC-16930,Linda Cazamias,0,2018-06-10 0:00,CA-2018-167080,10011,OFF-AR-10001868,Prang Dustless Chalk Sticks,4.2,5,East,5219,Corporate,2018-06-14 0:00,Standard Class,New York,Art,USD8.40
Furniture,Columbia,United States,DN-13690,Duane Noonan,0,2015-09-20 0:00,CA-2015-166744,21044,FUR-FU-10004952,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",50.9082,3,East,5237,Consumer,2015-09-24 0:00,Standard Class,Maryland,Furnishings,USD164.22
Furniture,Columbia,United States,DN-13690,Duane Noonan,0,2015-09-20 0:00,CA-2015-166744,21044,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,36.294,3,East,5238,Consumer,2015-09-24 0:00,Standard Class,Maryland,Bookcases,USD362.94
Technology,Columbia,United States,DN-13690,Duane Noonan,0,2015-09-20 0:00,CA-2015-166744,21044,TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,26.3912,2,East,5239,Consumer,2015-09-24 0:00,Standard Class,Maryland,Accessories,USD59.97
Technology,Yonkers,United States,MH-18115,Mick Hernandez,0,2018-11-16 0:00,US-2018-114657,10701,TEC-MA-10003173,Hewlett-Packard 300S Scientific Calculator,24.1224,4,East,5269,Home Office,2018-11-21 0:00,Standard Class,New York,Machines,USD52.43
Furniture,Burlington,United States,SV-20785,Stewart Visinsky,0,2016-11-07 0:00,CA-2016-162887,,FUR-CH-10000595,Safco Contoured Stacking Chairs,178.8,3,East,5275,Consumer,2016-11-09 0:00,Second Class,Vermont,Chairs,USD715.20
Furniture,Yonkers,United States,TM-21490,Tony Molinari,0,2018-07-27 0:00,CA-2018-108791,10701,FUR-FU-10004018,Tensor Computer Mounted Lamp,4.0203,1,East,5297,Consumer,2018-07-31 0:00,Standard Class,New York,Furnishings,USD14.89
Technology,Yonkers,United States,TM-21490,Tony Molinari,0,2018-07-27 0:00,CA-2018-108791,10701,TEC-PH-10002660,Nortel Networks T7316 E Nt8 B27,135.98,8,East,5298,Consumer,2018-07-31 0:00,Standard Class,New York,Phones,USD543.91
Furniture,Oceanside,United States,BV-11245,Benjamin Venier,0,2017-02-21 0:00,US-2017-168410,11572,FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,28.959,5,East,5306,Corporate,2017-02-26 0:00,Standard Class,New York,Furnishings,USD68.95
Office Supplies,Oceanside,United States,BV-11245,Benjamin Venier,0,2017-02-21 0:00,US-2017-168410,11572,OFF-ST-10000036,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",80.0199,3,East,5307,Corporate,2017-02-26 0:00,Standard Class,New York,Storage,USD296.37
Technology,Oceanside,United States,BV-11245,Benjamin Venier,0,2017-02-21 0:00,US-2017-168410,11572,TEC-PH-10002583,iOttie HLCRIO102 Car Mount,1.999,2,East,5308,Corporate,2017-02-26 0:00,Standard Class,New York,Phones,USD39.97
Office Supplies,Lawrence,United States,SC-20260,Scott Cohen,0,2016-01-17 0:00,CA-2016-152681,1841,OFF-AR-10003183,Avery Fluorescent Highlighter Four-Color Set,2.004,2,East,5327,Corporate,2016-01-22 0:00,Standard Class,Massachusetts,Art,USD6.67
Furniture,New York City,United States,CV-12295,Christina VanderZanden,0,2017-09-04 0:00,CA-2017-123120,10011,FUR-FU-10004748,"Howard Miller 16"" Diameter Gallery Wall Clock",24.9366,1,East,5331,Consumer,2017-09-08 0:00,Standard Class,New York,Furnishings,USD63.93
Office Supplies,New York City,United States,CV-12295,Christina VanderZanden,0,2017-09-04 0:00,CA-2017-123120,10011,OFF-SU-10002503,Acme Preferred Stainless Steel Scissors,6.5888,4,East,5333,Consumer,2017-09-08 0:00,Standard Class,New York,Supplies,USD22.71
Furniture,Newark,United States,KB-16315,Karl Braun,0,2015-08-26 0:00,CA-2015-103331,19711,FUR-FU-10001731,Acrylic Self-Standing Desk Frames,4.0584,4,East,5334,Consumer,2015-09-01 0:00,Standard Class,Delaware,Furnishings,USD10.68
Office Supplies,Newark,United States,KB-16315,Karl Braun,0,2015-08-26 0:00,CA-2015-103331,19711,OFF-PA-10002160,Xerox 1978,8.4966,3,East,5335,Consumer,2015-09-01 0:00,Standard Class,Delaware,Paper,USD17.34
Office Supplies,Newark,United States,KB-16315,Karl Braun,0,2015-08-26 0:00,CA-2015-103331,19711,OFF-PA-10002659,Avoid Verbal Orders Carbonless Minifold Book,1.5548,1,East,5336,Consumer,2015-09-01 0:00,Standard Class,Delaware,Paper,USD3.37
Office Supplies,Oceanside,United States,DV-13465,Dianna Vittorini,0,2016-11-09 0:00,CA-2016-146486,11572,OFF-ST-10002554,Tennsco Industrial Shelving,4.891,5,East,5339,Consumer,2016-11-14 0:00,Second Class,New York,Storage,USD244.55
Office Supplies,Oceanside,United States,DV-13465,Dianna Vittorini,0,2016-11-09 0:00,CA-2016-146486,11572,OFF-EN-10001509,Poly String Tie Envelopes,5.7528,6,East,5340,Consumer,2016-11-14 0:00,Second Class,New York,Envelopes,USD12.24
Technology,Oceanside,United States,DV-13465,Dianna Vittorini,0,2016-11-09 0:00,CA-2016-146486,11572,TEC-AC-10002018,AmazonBasics 3-Button USB Wired Mouse,6.0114,2,East,5341,Consumer,2016-11-14 0:00,Second Class,New York,Accessories,USD13.98
Technology,Oceanside,United States,DV-13465,Dianna Vittorini,0,2016-11-09 0:00,CA-2016-146486,11572,TEC-AC-10002637,LogitechÿVX Revolution Cordless Laser Mouse for Notebooks (Black),53.997,5,East,5342,Consumer,2016-11-14 0:00,Second Class,New York,Accessories,USD899.95
Technology,Rochester,United States,SH-20395,Shahid Hopkins,0,2016-10-11 0:00,CA-2016-112053,14609,TEC-AC-10002550,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",2.2365,1,East,5345,Consumer,2016-10-13 0:00,Second Class,New York,Accessories,USD31.94
Office Supplies,Wilmington,United States,GR-14560,Georgia Rosenberg,0,2015-11-19 0:00,US-2015-123183,19805,OFF-LA-10002787,Avery 480,10.8,6,East,5392,Corporate,2015-11-25 0:00,Standard Class,Delaware,Labels,USD22.5
Office Supplies,Wilmington,United States,GR-14560,Georgia Rosenberg,0,2015-11-19 0:00,US-2015-123183,19805,OFF-LA-10001569,Avery 499,4.5816,2,East,5393,Corporate,2015-11-25 0:00,Standard Class,Delaware,Labels,USD9.96
Office Supplies,Wilmington,United States,GR-14560,Georgia Rosenberg,0,2015-11-19 0:00,US-2015-123183,19805,OFF-BI-10002429,"Premier Elliptical Ring Binder, Black",102.2784,7,East,5394,Corporate,2015-11-25 0:00,Standard Class,Delaware,Binders,USD213.08
Furniture,Wilmington,United States,GR-14560,Georgia Rosenberg,0,2015-11-19 0:00,US-2015-123183,19805,FUR-BO-10000362,Sauder Inglewood Library Bookcases,235.9524,6,East,5395,Corporate,2015-11-25 0:00,Standard Class,Delaware,Bookcases,USD1025.88
Office Supplies,Waterbury,United States,JF-15490,Jeremy Farry,0,2018-01-20 0:00,US-2018-120649,6708,OFF-AR-10001545,Newell 326,1.0208,2,East,5425,Consumer,2018-01-26 0:00,Standard Class,Connecticut,Art,USD3.52
Technology,New York City,United States,JM-15535,Jessica Myrick,0,2016-04-17 0:00,CA-2016-148712,10035,TEC-AC-10003198,Enermax Acrylux Wireless Keyboard,36.852,1,East,5443,Consumer,2016-04-23 0:00,Standard Class,New York,Accessories,USD99.59
Office Supplies,New York City,United States,JM-15535,Jessica Myrick,0,2016-04-17 0:00,CA-2016-148712,10035,OFF-AR-10000614,Barrel Sharpener,2.7846,3,East,5445,Consumer,2016-04-23 0:00,Standard Class,New York,Art,USD10.71
,,,,,,,,,,,,,,,,,,,,
Technology,New York City,United States,DR-12880,Dan Reichenbach,0,2017-08-26 0:00,US-2017-127425,10035,TEC-AC-10002800,Plantronics Audio 478 Stereo USB Headset,87.4825,5,East,5448,Corporate,2017-08-31 0:00,Standard Class,New York,Accessories,USD249.94
Office Supplies,Newark,United States,SJ-20500,Shirley Jackson,0,2017-11-20 0:00,CA-2017-121356,19711,OFF-BI-10002133,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",62.916,3,East,5479,Consumer,2017-11-24 0:00,Standard Class,Delaware,Binders,USD128.40
Office Supplies,New York City,United States,MM-18055,Michelle Moray,0,2018-07-15 0:00,CA-2018-164378,10024,OFF-AR-10001177,Newell 349,1.9024,2,East,5498,Consumer,2018-07-18 0:00,Second Class,New York,Art,USD6.56
Office Supplies,New York City,United States,MM-18055,Michelle Moray,0,2018-07-15 0:00,CA-2018-164378,10024,OFF-LA-10000634,Avery 509,3.6018,3,East,5499,Consumer,2018-07-18 0:00,Second Class,New York,Labels,USD7.83
Technology,New York City,United States,MM-18055,Michelle Moray,0,2018-07-15 0:00,CA-2018-164378,10024,TEC-AC-10004708,Sony 32GB Class 10 Micro SDHC R40 Memory Card,8.799,2,East,5500,Consumer,2018-07-18 0:00,Second Class,New York,Accessories,USD41.89
Office Supplies,New York City,United States,MM-18055,Michelle Moray,0,2018-07-15 0:00,CA-2018-164378,10024,OFF-PA-10004519,Spiral Phone Message Books with Labels by Adams,4.3904,2,East,5502,Consumer,2018-07-18 0:00,Second Class,New York,Paper,USD8.96
Technology,New York City,United States,EN-13780,Edward Nazzal,0,2016-05-30 0:00,CA-2016-103177,10009,TEC-PH-10001795,RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,2.3997,3,East,5514,Consumer,2016-06-01 0:00,First Class,New York,Phones,USD239.97
Office Supplies,New York City,United States,EN-13780,Edward Nazzal,0,2016-05-30 0:00,CA-2016-103177,10009,OFF-AP-10004540,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",44.8896,2,East,5515,Consumer,2016-06-01 0:00,First Class,New York,Appliances,USD160.31
Technology,New York City,United States,EN-13780,Edward Nazzal,0,2016-05-30 0:00,CA-2016-103177,10009,TEC-PH-10001527,Plantronics MX500i Earset,3.8655,3,East,5516,Consumer,2016-06-01 0:00,First Class,New York,Phones,USD128.84
Office Supplies,New York City,United States,AB-10255,Alejandro Ballentine,0,2016-05-08 0:00,CA-2016-142055,10009,OFF-PA-10003465,Xerox 1912,18.2112,2,East,5528,Home Office,2016-05-10 0:00,First Class,New York,Paper,USD37.93
Office Supplies,Concord,United States,MG-17890,Michael Granlund,0,2018-09-22 0:00,CA-2018-102967,3301,OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",17.524,5,East,5546,Home Office,2018-09-26 0:00,Standard Class,New Hampshire,Storage,USD67.40
Furniture,Clinton,United States,PS-18970,Paul Stevenson,0,2018-10-04 0:00,CA-2018-163818,20735,FUR-FU-10000076,24-Hour Round Wall Clock,8.5914,1,East,5582,Home Office,2018-10-08 0:00,Standard Class,Maryland,Furnishings,USD19.98
,,,,,,,,,,,,,,,,,,,,
Office Supplies,New York City,United States,VP-21730,Victor Preis,0,2018-11-30 0:00,CA-2018-105333,10011,OFF-ST-10002182,"Iris 3-Drawer Stacking Bin, Black",1.6712,4,East,5585,Home Office,2018-12-04 0:00,Standard Class,New York,Storage,USD83.56
Technology,New York City,United States,VP-21730,Victor Preis,0,2018-11-30 0:00,CA-2018-105333,10011,TEC-PH-10001468,Panasonic BusinessÿTelephonesÿKX-T7736,163.818,3,East,5586,Home Office,2018-12-04 0:00,Standard Class,New York,Phones,USD546.05
Office Supplies,New York City,United States,VP-21730,Victor Preis,0,2018-11-30 0:00,CA-2018-105333,10011,OFF-ST-10001809,Fellowes Officeware Wire Shelving,5.3898,3,East,5587,Home Office,2018-12-04 0:00,Standard Class,New York,Storage,USD269.49
Furniture,Lakewood,United States,ML-17395,Marina Lichtenstein,0,2015-10-13 0:00,CA-2015-164742,8701,FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",27.0578,2,East,5592,Corporate,2015-10-18 0:00,Second Class,New Jersey,Chairs,USD245.97
Office Supplies,Lakewood,United States,ML-17395,Marina Lichtenstein,0,2015-10-13 0:00,CA-2015-164742,8701,OFF-BI-10004738,Flexible Leather- Look Classic Collection Ring Binder,9.47,1,East,5593,Corporate,2015-10-18 0:00,Second Class,New Jersey,Binders,USD18.94
Technology,Lawrence,United States,BP-11095,Bart Pistole,0,2018-09-24 0:00,CA-2018-160325,1841,TEC-PH-10000984,Panasonic KX-TG9471B,109.7544,2,East,5595,Corporate,2018-09-24 0:00,Same Day,Massachusetts,Phones,USD391.98
Technology,Lawrence,United States,BP-11095,Bart Pistole,0,2018-09-24 0:00,CA-2018-160325,1841,TEC-PH-10001944,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,131.355,3,East,5596,Corporate,2018-09-24 0:00,Same Day,Massachusetts,Phones,USD437.85
Office Supplies,Concord,United States,SB-20185,Sarah Brown,0,2016-09-25 0:00,CA-2016-159779,3301,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,32.2514,2,East,5597,Consumer,2016-09-29 0:00,Standard Class,New Hampshire,Binders,USD68.62
Office Supplies,Baltimore,United States,SV-20785,Stewart Visinsky,0,2018-02-13 0:00,CA-2018-151176,21215,OFF-SU-10001165,Acme Elite Stainless Steel Scissors,6.5052,3,East,5598,Consumer,2018-02-20 0:00,Standard Class,Maryland,Supplies,USD25.02
Office Supplies,Baltimore,United States,SV-20785,Stewart Visinsky,0,2018-02-13 0:00,CA-2018-151176,21215,OFF-AR-10000614,Barrel Sharpener,2.7846,3,East,5599,Consumer,2018-02-20 0:00,Standard Class,Maryland,Art,USD10.71
Office Supplies,New York City,United States,JL-15835,John Lee,0,2018-03-25 0:00,CA-2018-105193,10024,OFF-AR-10001547,Newell 311,2.9835,5,East,5608,Consumer,2018-03-31 0:00,Standard Class,New York,Art,USD11.05
Office Supplies,New York City,United States,AB-10105,Adrian Barton,0,2017-02-02 0:00,CA-2017-147431,10011,OFF-ST-10003994,"Belkin 19"" Center-Weighted Shelf, Gray",5.898,2,East,5614,Consumer,2017-02-07 0:00,Standard Class,New York,Storage,USD117.95
Office Supplies,New York City,United States,JP-15460,Jennifer Patt,0,2017-08-23 0:00,CA-2017-158001,10035,OFF-AR-10002399,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",8.733,5,East,5615,Corporate,2017-08-27 0:00,Standard Class,New York,Art,USD21.30
Office Supplies,New York City,United States,JP-15460,Jennifer Patt,0,2017-08-23 0:00,CA-2017-158001,10035,OFF-AP-10002118,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",281.016,5,East,5616,Corporate,2017-08-27 0:00,Standard Class,New York,Appliances,USD1040.8
Office Supplies,New York City,United States,JP-15460,Jennifer Patt,0,2017-08-23 0:00,CA-2017-158001,10035,OFF-AR-10001954,Newell 331,7.9218,6,East,5617,Corporate,2017-08-27 0:00,Standard Class,New York,Art,USD29.34
Office Supplies,Meriden,United States,AT-10435,Alyssa Tate,0,2018-04-02 0:00,CA-2018-106355,6450,OFF-AR-10000246,Newell 318,2.8912,4,East,5642,Home Office,2018-04-05 0:00,First Class,Connecticut,Art,USD11.11
Furniture,Morristown,United States,HM-14860,Harry Marie,0,2018-04-14 0:00,CA-2018-127117,7960,FUR-FU-10004018,Tensor Computer Mounted Lamp,20.1015,5,East,5646,Corporate,2018-04-19 0:00,Standard Class,New Jersey,Furnishings,USD74.45
Office Supplies,New York City,United States,MM-18280,Muhammed MacIntyre,0,2018-10-06 0:00,CA-2018-109099,10009,OFF-PA-10001033,Xerox 1893,20.0851,1,East,5653,Corporate,2018-10-11 0:00,Standard Class,New York,Paper,USD40.99
Office Supplies,Baltimore,United States,KM-16225,Kalyca Meade,0,2016-12-10 0:00,US-2016-138093,21215,OFF-AR-10000817,Manco Dry-Lighter Erasable Highlighter,9.3024,9,East,5691,Corporate,2016-12-16 0:00,Standard Class,Maryland,Art,USD27.35
Office Supplies,Baltimore,United States,KM-16225,Kalyca Meade,0,2016-12-10 0:00,US-2016-138093,21215,OFF-PA-10001509,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",20.585,5,East,5692,Corporate,2016-12-16 0:00,Standard Class,Maryland,Paper,USD44.75
Technology,Baltimore,United States,KM-16225,Kalyca Meade,0,2016-12-10 0:00,US-2016-138093,21215,TEC-PH-10004667,Cisco 8x8 Inc. 6753i IP Business Phone System,36.4473,1,East,5693,Corporate,2016-12-16 0:00,Standard Class,Maryland,Phones,USD134.99
Office Supplies,Baltimore,United States,KM-16225,Kalyca Meade,0,2016-12-10 0:00,US-2016-138093,21215,OFF-PA-10000143,Astroparche Fine Business Paper,12.672,5,East,5694,Corporate,2016-12-16 0:00,Standard Class,Maryland,Paper,USD26.39
Furniture,Baltimore,United States,KM-16225,Kalyca Meade,0,2016-12-10 0:00,US-2016-138093,21215,FUR-CH-10000785,Global Ergonomic Managers Chair,141.1644,3,East,5695,Corporate,2016-12-16 0:00,Standard Class,Maryland,Chairs,USD542.94
Office Supplies,Fairfield,United States,RP-19390,Resi P”lking,0,2015-11-03 0:00,CA-2015-155593,6824,OFF-SU-10002522,Acme Kleen Earth Office Shears,3.3756,3,East,5706,Consumer,2015-11-08 0:00,Standard Class,Connecticut,Supplies,USD11.64
Furniture,New York City,United States,NW-18400,Natalie Webber,0,2016-05-08 0:00,US-2016-160857,10024,FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,30.1872,3,East,5708,Consumer,2016-05-15 0:00,Standard Class,New York,Furnishings,USD79.43
Office Supplies,New York City,United States,NW-18400,Natalie Webber,0,2016-05-08 0:00,US-2016-160857,10024,OFF-SU-10000157,Compact Automatic Electric Letter Opener,7.1586,3,East,5709,Consumer,2016-05-15 0:00,Standard Class,New York,Supplies,USD357.93
Office Supplies,New York City,United States,NW-18400,Natalie Webber,0,2016-05-08 0:00,US-2016-160857,10024,OFF-PA-10003363,Xerox 204,9.3312,3,East,5712,Consumer,2016-05-15 0:00,Standard Class,New York,Paper,USD19.44
Technology,New York City,United States,HR-14770,Hallie Redmond,0,2015-03-01 0:00,US-2015-143707,10035,TEC-PH-10003655,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,1.6038,3,East,5714,Home Office,2015-03-05 0:00,Standard Class,New York,Phones,USD5.93
Technology,New York City,United States,DR-12880,Dan Reichenbach,0,2016-09-25 0:00,CA-2016-103933,10011,TEC-AC-10004171,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,395.9604,9,East,5726,Corporate,2016-09-27 0:00,First Class,New York,Accessories,USD899.90
Furniture,Milford,United States,DR-12880,Dan Reichenbach,0,2018-06-29 0:00,CA-2018-143574,6460,FUR-BO-10002598,"Hon Metal Bookcases, Putty",185.2578,9,East,5733,Corporate,2018-07-02 0:00,First Class,Connecticut,Bookcases,USD638.82
Office Supplies,Milford,United States,DR-12880,Dan Reichenbach,0,2018-06-29 0:00,CA-2018-143574,6460,OFF-SU-10002537,Acme Box Cutter Scissors,7.9794,3,East,5734,Corporate,2018-07-02 0:00,First Class,Connecticut,Supplies,USD30.69
Furniture,Milford,United States,DR-12880,Dan Reichenbach,0,2018-06-29 0:00,CA-2018-143574,6460,FUR-FU-10003976,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",8.5544,2,East,5735,Corporate,2018-07-02 0:00,First Class,Connecticut,Furnishings,USD25.16
Technology,Long Beach,United States,DK-13090,Dave Kipp,0,2018-11-18 0:00,CA-2018-104913,11561,TEC-PH-10000923,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",36.7255,5,East,5750,Consumer,2018-11-22 0:00,Standard Class,New York,Phones,USD74.95
Office Supplies,Leominster,United States,SS-20875,Sung Shariari,0,2016-02-25 0:00,CA-2016-154900,1453,OFF-LA-10001641,Avery 518,1.512,1,East,5769,Consumer,2016-03-01 0:00,Standard Class,Massachusetts,Labels,USD3.14
Office Supplies,Leominster,United States,SS-20875,Sung Shariari,0,2016-02-25 0:00,CA-2016-154900,1453,OFF-PA-10002377,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",10.224,4,East,5770,Consumer,2016-03-01 0:00,Standard Class,Massachusetts,Paper,USD22.71
Office Supplies,New York City,United States,LD-17005,Lisa DeCherney,0,2015-09-29 0:00,CA-2015-124856,10011,OFF-ST-10002615,"Dual Level, Single-Width Filing Carts",362.8404,9,East,5796,Consumer,2015-10-03 0:00,Second Class,New York,Storage,USD1395.54
Furniture,New York City,United States,LD-17005,Lisa DeCherney,0,2015-09-29 0:00,CA-2015-124856,10011,FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",36.3816,4,East,5797,Consumer,2015-10-03 0:00,Second Class,New York,Furnishings,USD117.36
Office Supplies,New York City,United States,LD-17005,Lisa DeCherney,0,2015-09-29 0:00,CA-2015-124856,10011,OFF-LA-10000121,Avery 48,8.694,3,East,5798,Consumer,2015-10-03 0:00,Second Class,New York,Labels,USD18.89
Office Supplies,New York City,United States,LD-17005,Lisa DeCherney,0,2015-09-29 0:00,CA-2015-124856,10011,OFF-PA-10001289,White Computer Printout Paper by Universal,37.9848,2,East,5799,Consumer,2015-10-03 0:00,Second Class,New York,Paper,USD77.51
Office Supplies,New York City,United States,SR-20740,Steven Roelle,0,2016-07-02 0:00,CA-2016-150196,10024,OFF-PA-10003797,Xerox 209,9.3312,3,East,5814,Home Office,2016-07-03 0:00,First Class,New York,Paper,USD19.44
Technology,Utica,United States,LS-17245,Lynn Smith,0,2015-11-26 0:00,CA-2015-124730,13501,TEC-PH-10002170,ClearSounds CSC500 Amplified Spirit Phone Corded phone,78.3888,4,East,5816,Consumer,2015-11-26 0:00,Same Day,New York,Phones,USD279.95
Office Supplies,Utica,United States,LS-17245,Lynn Smith,0,2015-11-26 0:00,CA-2015-124730,13501,OFF-LA-10001158,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",44.712,9,East,5819,Consumer,2015-11-26 0:00,Same Day,New York,Labels,USD93.15
Office Supplies,Utica,United States,LS-17245,Lynn Smith,0,2015-11-26 0:00,CA-2015-124730,13501,OFF-LA-10001613,Avery File Folder Labels,5.6448,4,East,5820,Consumer,2015-11-26 0:00,Same Day,New York,Labels,USD11.52
Office Supplies,New York City,United States,KB-16405,Katrina Bavinger,0,2018-09-03 0:00,CA-2018-161067,10035,OFF-PA-10000418,Xerox 189,201.312,4,East,5826,Home Office,2018-09-06 0:00,Second Class,New York,Paper,USD419.39
Office Supplies,New York City,United States,KB-16405,Katrina Bavinger,0,2018-09-03 0:00,CA-2018-161067,10035,OFF-AR-10003251,Prang Drawing Pencil Set,2.224,2,East,5829,Home Office,2018-09-06 0:00,Second Class,New York,Art,USD5.56
Office Supplies,Meriden,United States,RS-19420,Ricardo Sperren,0,2015-08-05 0:00,US-2015-117968,6450,OFF-AP-10002765,Fellowes Advanced Computer Series Surge Protectors,22.2516,3,East,5865,Corporate,2015-08-07 0:00,Second Class,Connecticut,Appliances,USD79.46
Office Supplies,Meriden,United States,RS-19420,Ricardo Sperren,0,2015-08-05 0:00,US-2015-117968,6450,OFF-AR-10004165,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",2.0064,2,East,5866,Corporate,2015-08-07 0:00,Second Class,Connecticut,Art,USD4.56
Furniture,Meriden,United States,RS-19420,Ricardo Sperren,0,2015-08-05 0:00,US-2015-117968,6450,FUR-CH-10002335,Hon GuestStacker Chair,294.671,5,East,5867,Corporate,2015-08-07 0:00,Second Class,Connecticut,Chairs,USD1133.34
Office Supplies,Lawrence,United States,FG-14260,Frank Gastineau,0,2015-05-21 0:00,CA-2015-152443,1841,OFF-BI-10001071,GBC ProClick Punch Binding System,219.4514,7,East,5877,Home Office,2015-05-26 0:00,Standard Class,Massachusetts,Binders,USD447.86
Office Supplies,Lawrence,United States,FG-14260,Frank Gastineau,0,2015-05-21 0:00,CA-2015-152443,1841,OFF-PA-10003022,Xerox 1992,8.7906,3,East,5878,Home Office,2015-05-26 0:00,Standard Class,Massachusetts,Paper,USD17.94
Office Supplies,Lawrence,United States,FG-14260,Frank Gastineau,0,2015-05-21 0:00,CA-2015-152443,1841,OFF-AP-10001293,Belkin 8 Outlet Surge Protector,68.8464,6,East,5879,Home Office,2015-05-26 0:00,Standard Class,Massachusetts,Appliances,USD245.88
Office Supplies,New York City,United States,MV-17485,Mark Van Huff,0,2017-09-05 0:00,CA-2017-133319,10011,OFF-PA-10001815,Xerox 1885,92.2368,4,East,5880,Consumer,2017-09-11 0:00,Standard Class,New York,Paper,USD192.16
Office Supplies,Cranston,United States,BP-11050,Barry Pond,0,2018-10-08 0:00,CA-2018-151596,2920,OFF-ST-10001837,"SAFCO Mobile Desk Side File, Wire Frame",11.1176,1,East,5888,Corporate,2018-10-11 0:00,First Class,Rhode Island,Storage,USD42.75
Office Supplies,Baltimore,United States,JM-15580,Jill Matthias,0,2017-04-14 0:00,CA-2017-166625,21215,OFF-BI-10002414,GBC ProClick Spines for 32-Hole Punch,11.7782,2,East,5890,Consumer,2017-04-17 0:00,First Class,Maryland,Binders,USD25.05
Furniture,Westfield,United States,PC-18745,Pamela Coakley,0,2017-11-27 0:00,CA-2017-159639,7090,FUR-FU-10001889,Ultra Door Pull Handle,10.4148,3,East,5902,Corporate,2017-12-02 0:00,Standard Class,New Jersey,Furnishings,USD31.55
Office Supplies,New York City,United States,PF-19120,Peter Fuller,0,2016-09-17 0:00,US-2016-126977,10035,OFF-ST-10000617,Woodgrain Magazine Files by Perma,1.043,5,East,5914,Consumer,2016-09-23 0:00,Standard Class,New York,Storage,USD14.9
